3.991992e+002,9.318905e-001
4.011277e+002,9.264579e-001
4.030562e+002,9.443347e-001
4.049847e+002,9.591403e-001
4.069132e+002,9.566668e-001
4.088417e+002,9.742057e-001
4.107702e+002,9.354735e-001
4.126987e+002,9.030113e-001
4.146272e+002,9.402102e-001
4.165557e+002,9.733468e-001
4.184842e+002,1.002010e+000
4.204127e+002,9.953747e-001
4.223412e+002,9.715266e-001
4.242697e+002,9.657807e-001
4.261982e+002,9.676225e-001
4.281267e+002,9.769108e-001
4.300552e+002,9.773784e-001
4.319837e+002,9.824279e-001
4.339122e+002,9.831377e-001
4.358407e+002,9.822854e-001
4.377692e+002,9.792793e-001
4.396977e+002,9.830542e-001
4.416262e+002,9.842101e-001
4.435547e+002,9.872020e-001
4.454832e+002,9.845777e-001
4.474117e+002,9.818408e-001
4.493401e+002,9.764770e-001
4.512686e+002,9.773994e-001
4.531971e+002,9.718550e-001
4.551256e+002,9.729152e-001
4.570541e+002,9.788668e-001
4.589826e+002,9.816032e-001
4.609111e+002,9.817387e-001
4.628396e+002,9.837490e-001
4.647681e+002,9.788369e-001
4.666966e+002,9.766622e-001
4.686251e+002,9.752400e-001
4.705536e+002,9.816133e-001
4.724821e+002,9.808936e-001
4.744106e+002,9.815136e-001
4.763391e+002,9.799455e-001
4.782676e+002,9.737443e-001
4.801961e+002,9.704257e-001
4.821246e+002,9.716878e-001
4.840531e+002,9.736533e-001
4.859816e+002,9.747803e-001
4.879101e+002,9.734541e-001
4.898386e+002,9.751182e-001
4.917671e+002,9.713705e-001
4.936956e+002,9.719332e-001
4.956241e+002,9.736816e-001
4.975526e+002,9.729557e-001
4.994811e+002,9.705667e-001
5.014096e+002,9.729025e-001
5.033381e+002,9.722833e-001
5.052666e+002,9.717309e-001
5.071951e+002,9.707126e-001
5.091236e+002,9.736949e-001
5.110521e+002,9.755831e-001
5.129806e+002,9.769214e-001
5.149091e+002,9.744537e-001
5.168376e+002,9.748172e-001
5.187661e+002,9.765347e-001
5.206946e+002,9.806641e-001
5.226231e+002,9.826624e-001
5.245516e+002,9.824535e-001
5.264801e+002,9.815624e-001
5.284086e+002,9.826200e-001
5.303371e+002,9.816329e-001
5.322656e+002,9.812093e-001
5.341941e+002,9.823050e-001
5.361226e+002,9.820416e-001
5.380511e+002,9.827320e-001
5.399796e+002,9.860796e-001
5.419081e+002,9.833276e-001
5.438365e+002,9.799125e-001
5.457651e+002,9.777149e-001
5.476935e+002,9.792098e-001
5.496221e+002,9.765607e-001
5.515505e+002,9.763718e-001
5.534791e+002,9.765739e-001
5.554075e+002,9.751818e-001
5.573361e+002,9.747050e-001
5.592645e+002,9.745973e-001
5.611931e+002,9.724830e-001
5.631215e+002,9.728065e-001
5.650500e+002,9.714168e-001
5.669786e+002,9.712725e-001
5.689070e+002,9.706798e-001
5.708356e+002,9.703786e-001
5.727640e+002,9.663290e-001
