Donor_ID,char,char type [arbitrary],Bulk Density (Mg/m-3),BET_Surf_Area_(m2/g),DFT_Cum._Surf_Area_(m2/g),pH,EC_(uS),C_tot_avg,N_tot_avg,C_tot_to_N_(w/w),Ash_avg,Fixed_Carbon_avg,volatile_mass,CEC_(mmol/kg),exchg_Ca_(mmol/kg),exchg_K_(mmol/kg),exchg_Mg_(mmol/kg),exchg_Na_(mmol/kg),exchg_P_(mmol/kg),Ca_(mg/kg),K_(mg/kg),Mg_(mg/kg),Na_(mg/kg),15N,Temp.,Yield_(w/w),Moisture_105avg,labile_mass_avg,Fixed_Carbon_avg,Ash_Free_Mass_avg,Volatiles_avg,Corg_(w/w),Cinorg,N_tot_(w/w),H_tot_(w/w),O_ult,Oc_[A_ Si_Fe],Oc_[Al_Si_Fe_Ca],Oc_[Al_Si_Fe_Cinorg],Oc_[Cinorg],mg_Al2O3_O_per_kg_char,mg_SiO2_O_per_kg_char,mg_Fe2O3_O_per_kg_char,mg-CaCO3-O/kg char,Corg_to_N_(w/w),Ctot_to_N_(mol_to_mol),Htot_to_Ctot_(molar),Oult_to_Ctot_(molar),Htot_to_Corg_(molar),Oult_to_Corg_(molar),Oc_[Al_Si_Fe]_to_Corg_(molar),Oc_[Al_Si_Fe_Ca]_to_Corg_(molar),Oc_[Al_Si_Fe_Cinorg]_to_to_Corg_(molar),Oc_[Cinorg]_to_Corg_(molar),pHKCl4.5_avg,P_avg,S_avg,Fe_avg,Mn_avg,Zn_avg,Cu_avg,Mo_avg,B_avg,Ni_avg,Cr_avg,Co_avg,As_avg,Cd_avg,Pb_avg,Al_avg,Ba_avg,Cd2_avg,Fe2714_avg,K4047_avg,Se_avg,Si_avg,Sr_avg,Ti_avg,V_avg,Y_avg,BJH_Pore_Vol_(cc/g),DFT_Pore_Vol_(cc/g),Decomposition_36_month_perc_remaining,,,,
MIR078,Paper Mill Waste 600°C,ash,0.352,13.3,nd,11.14,71.6,0.192,0.0008,250,0.5905,0,0.3995,34,990,bd,20,3,937,311232,3848,2940,370,bd,600,0.63,0.003180966,0.000777061,-0.004116629,0.409482888,1.004116629,0.151919685,0.040315415,0.000232361,0.004181916,0.212106905,0.201949799,-0.378708086,0.040688141,0.050845247,7271.978942,291.0916724,2594.035069,372732.8966,158.4200653,233.7740664,0.259219822,0.828218915,0.328009818,1.048006027,0.997820448,-1.87117132,0.201037382,0.251222962,11.57,936.858339,321.4423132,6036.535774,160.1939395,50.52020434,21.24503813,13.20568452,11.69298855,11.26953771,11.02087115,3.266873589,1.539334018,-0.009682902,13.92069689,8174.916327,48.67113635,0.002596354,5414.241171,5461.893084,0.412978477,255.5239087,178.7107425,518.2019812,10.78680089,3.63820745,0.0228,#DIV/0!,,,,,
MIR079,Pine 300°C,woody,0.141,nd,157,6.74,19.2,0.621,0.001,676,0.0148,0.432,0.5532,289,19,6,4,3,255,2927,692,680,327,bd,300,0.575,0.023463465,#DIV/0!,0.438503657,0.985200207,0.561496343,0.671787468,-0.050694997,0.000218734,0.048565555,0.314578492,0.313847259,0.04432898,0.516627247,0.51735848,642.7381258,24.61552022,63.87943017,3505.34212,697.099257,751.5995198,0.931746249,0.380185707,0.861434022,0.35149581,0.350678763,0.049531201,0.577255972,0.578073018,#DIV/0!,255.1981845,113.6872479,148.6527573,141.500806,22.77498367,5.699004824,-0.182129804,3.207226946,0.948356201,1.194589241,0.271222419,0.160426102,0.426052318,2.665460444,722.5447765,5.020450137,0.417955552,148.9173261,636.0789235,1.187472769,21.60781134,5.651582677,27.25193745,0.603421321,0.01969745,#DIV/0!,#DIV/0!,86.32415839,6.38808257,,,
MIR080,Pine 350°C,woody,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.69780467,0.00079774,874.7274332,0.005813258,0.431504846,0.562681896,326.25,23.27259309,4.431049252,1.163404777,2.586756539,,1939.702689,386.5321761,388.5345836,134.3479023,,350,0.36,0.027767918,0.00156198,0.434027963,0.994186742,0.565972037,0.706703876,-0.008899207,0.000204648,0.043574305,0.252010028,0.251941071,0.04118235,0.287537897,0.287606854,76.86005489,-25.26082403,17.35816239,2322.997232,885.8829621,1020.094144,0.744084331,0.271085929,0.734714409,0.267672265,0.267599022,0.043741803,0.305408165,0.305481408,#DIV/0!,49.29220536,48.3465386,40.39389039,131.0136894,20.62774689,12.63056155,1.093747473,0.578819861,1.099136949,0.706203407,-0.145077212,0.278114976,0.673792889,8.759599542,86.40351171,5.073650051,0.598633032,35.54887508,1373.760707,3.149566939,-22.17426709,3.620453692,4.307634529,-0.239066865,-0.076320194,#DIV/0!,#DIV/0!,97.65346827,5.575720461,,,
MIR081,Pine 400°C,woody,0.167,1.4,413,4.57,10.8,0.744,0.0009,900,0.0105,0.5348,0.4547,304,5,3,1,2,35,2247,373,482,351,bd,400,0.297,0.036548103,#DIV/0!,0.540447925,0.989478677,0.459552075,0.763223879,-0.018963569,0.000369062,0.036528375,0.207860292,0.207209827,0.033187197,0.283064102,0.283714567,137.7783817,11.7417657,500.9443374,2690.71375,919.8799303,1046.096047,0.584831906,0.20963785,0.570300783,0.204429049,0.203789322,0.032639361,0.278391436,0.279031163,#DIV/0!,34.83260488,103.0348017,1165.739219,257.9485165,65.91715572,21.074869,-0.67084053,3.696605411,1.734467126,21.53008516,0.225290559,0.092312728,0.255453851,7.253984374,154.8858641,10.03800236,0.238401074,1137.868485,141.1257054,1.438579306,10.3070687,4.539711963,3.848731309,0.283766257,-0.045943024,0.002,0.08,93.80492682,17.55601137,,,
MIR082,Pine 450°C,woody,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.804407409,0.001026805,783.4080409,0.014956102,0.497337435,0.487706462,315.24,3.029476582,2.676706012,0.593063749,2.48402255,,2194.239817,996.3707525,666.5917717,92.92314938,,450,0.257,0.041038417,-0.000406351,0.504888601,0.985043898,0.495111399,0.8047387,-0.000331292,0.00056312,0.031127451,0.148482233,0.148278689,0.028296076,0.149603856,0.149807399,41.43981894,-17.56019755,179.663562,2627.832116,783.7306841,913.5988249,0.461097814,0.13855476,0.460907991,0.138497721,0.138307865,0.02639334,0.139543922,0.139733778,#DIV/0!,-1499.618477,1692.077565,418.0920808,296.5560896,44.98127768,6073.742102,0.405393546,-1.223918722,0.536817903,0.994731793,0.222693386,0.283601372,1.009973453,5.845415126,46.58526313,16.833406,0.581446004,417.8222499,566.3491114,1.795059954,-15.41456091,5.478896476,9.331128472,0.064843913,0.013116434,#DIV/0!,#DIV/0!,90.19935523,2.818834555,,,
MIR083,Pine 500°C,woody,0.138,4.7,524,5.62,4.6,0.834,0.001,896,0.01,0.6205,0.3695,240,3,5,1,3,1,2741,682,796,332,bd,500,0.252,0.035128511,#DIV/0!,0.626741493,0.990006245,0.372507772,0.817544702,0.016356822,0.000186526,0.028913848,0.126220528,0.126198752,0.025608872,0.060771465,0.060793241,53.11440151,-60.81495186,29.47619318,3283.199569,842.5283652,1002.202075,0.41315849,0.113615674,0.421424656,0.115888811,0.115868818,0.023512671,0.055797048,0.055817042,#DIV/0!,1.100782472,81.44416465,68.59355788,258.9558116,44.45998837,95.14028686,0.168573683,-3.933728348,0.275277148,1.37220425,0.087952202,0.687252012,-0.000475972,24.19961238,59.70943969,9.572797881,0.049323244,69.61997815,741.6411098,0.777868969,-53.38412493,7.999962538,-0.05322754,0.080930035,-0.041930212,0.03,0.06,86.15171629,5.804999255,,,
MIR084,Pine 550°C,woody,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.851548423,0.001173695,725.5281141,0.007998541,0.590066657,0.401934802,280.85,2.96367902,2.369049541,0.596554315,2.444708603,,2255.401371,733.5306758,707.3308514,231.9550607,,550,0.203,0.036807015,-0.002132156,0.594824384,0.992001459,0.405175616,0.867673116,-0.016124693,0.000418583,0.027151769,0.112127573,0.112077351,0.024400468,0.176576123,0.176626345,26.85027367,-23.71727295,47.08822762,2701.079486,739.2665203,846.1001137,0.379939412,0.098838489,0.372878681,0.097001691,0.096958244,0.021108873,0.152756205,0.152799652,#DIV/0!,-7.60968112,237.4889133,109.5782297,298.0169833,37.57395716,65.34293609,0.958839324,-1.309496742,0.836339692,4.314971306,0.109372999,2.27634774,0.096385453,36.47715981,30.18418265,12.55761481,0.075028471,110.0726225,748.4982435,0.36353972,-20.81931866,6.127047272,-0.621780872,0.074351996,0.000522559,#DIV/0!,#DIV/0!,88.74568203,11.77263163,,,
MIR085,Pine 600°C,woody,0.161,1.8,611,5.97,3.8,0.87,0.0013,725,0.0107,0.7122,0.277,153,4,2,0,2,14,2167,775,604,320,bd,600,0.234,0.021268138,#DIV/0!,0.719957219,0.989287399,0.280042781,0.911196012,-0.041561221,0.00064682,0.023498691,0.094764345,0.094308021,0.02044678,0.260552905,0.26100923,162.1226902,-58.17911509,352.3811702,2595.585985,655.739204,729.8334299,0.321982545,0.081795815,0.307296366,0.078064967,0.077689056,0.016843648,0.214638258,0.215014169,#DIV/0!,14.20706017,231.0659914,820.0203482,349.3383796,59.96353043,35.82209906,-0.475957683,-2.188358174,0.547262718,2.885384819,0.12762633,-0.804670601,0.042226707,8.891926635,182.2529242,13.53460922,0.03539851,797.7015775,1016.493896,0.573056186,-51.07035447,4.856352962,6.810857605,0.146715005,-0.041626465,0.003,0.1,87.73109192,1.040867075,,,
MIR086,Poultry w/ Sawdust 300°C,ash,0.52,1.2,55,8.12,495,0.259,0.0215,13,0.4671,0.0654,0.4676,362,260,422,149,74,26414,157531,40013,8914,3868,10.78,300,0.75,0.019046553,#DIV/0!,0.1226489,0.532929182,0.8773511,0.241099172,0.078151197,0.007329538,0.021531449,0.169238437,0.167433591,-0.16893283,-0.145171196,-0.143366349,903.6956783,136.7344446,764.416166,188659.4332,10.52424587,16.25152728,0.803650866,0.397915286,1.064150627,0.52689771,0.521278601,-0.52594625,-0.451968074,-0.446348965,#DIV/0!,26414.3905,4714.061568,1778.86012,449.7184918,514.5875601,87.74325178,3.832252807,-0.154844304,13.41738524,16.6075125,1.816736547,4.957119347,2.397748098,-27.54289603,1015.904558,7.516441073,1.555781795,1774.713767,40649.68356,-2.493666378,120.0272046,259.7702388,37.84431421,10.60382347,1.436870289,#DIV/0!,#DIV/0!,64.21194857,7.697417594,,,
MIR005,Poultry w/ Sawdust 350°C,ash,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.30624229,0.020245113,15.12672686,0.511783568,0.016108863,0.472107569,121.25,152.8785101,210.1398192,72.02002545,35.54170297,,215647.8307,31751.43884,7308.931827,4218.130398,,350,0.692,0.020520765,0.051772407,0.032995331,0.488216432,0.967004669,0.187278175,0.118964115,0.004171671,0.014073507,0.147655523,0.146227701,-0.24561519,-0.329628758,-0.328200937,865.6665793,-66.81895025,628.9735102,258260.8751,9.250537541,17.64056426,0.547599096,0.361915811,0.895448716,0.591814432,0.586091617,-0.984444139,-1.321176837,-1.315454023,#DIV/0!,21256.21335,3556.120898,1463.673773,425.8679984,394.3498703,64.9392533,7.432528644,8.852507244,7.797663776,14.09377556,0.115257186,1.040371044,2.259523882,9.724089557,973.1535129,9.900628473,1.998740938,1450.246956,30464.08354,-10.66160735,-58.65450976,385.0444874,27.12261807,9.077497207,1.221866717,#DIV/0!,#DIV/0!,82.31088115,11.26055532,,,
MIR087,Poultry w/ Sawdust 400°C,ash,0.631,4,47,9.85,333,0.268,0.0124,46,0.5174,0.0447,0.4379,166,273,299,80,49,17957,265729,31751,7164,3209,12.66,400,0.677,0.012908385,#DIV/0!,0.092718172,0.482605117,0.907281828,0.118683223,0.201960448,0.008158723,0.006780214,0.143128915,0.142081962,-0.312504927,-0.665759832,-0.664712878,737.3254709,-238.7141275,548.341947,318238.1871,9.847337452,31.02556281,0.251968505,0.335063971,0.68073738,0.905234447,0.898612876,-1.976471519,-4.210670722,-4.204049152,#DIV/0!,17957.2957,2983.393774,1276.037406,397.0983269,351.5108805,58.8986229,8.930671564,-54.35123945,6.186476956,11.97244763,1.219304565,1.659767819,1.071363261,-14.88690784,828.8767168,1.251329407,1.471617083,1246.621054,33702.01175,25.57611793,-209.546245,485.4333581,13.12068003,10.02172522,0.891743223,#DIV/0!,0.009,86.86370385,1.357380439,,,
MIR088,Poultry w/ Sawdust 450°C,ash,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.354045497,0.011772973,30.07273381,0.536001986,0.001597582,0.462400432,130.08,306.378726,389.6765393,93.22341934,61.85637242,,267803.9953,27399.91954,6387.998228,3694.671069,,450,0.623,0.015043364,0.037630333,0.00344308,0.463998014,0.99655692,0.112286854,0.241758644,0.006935319,0.005395323,0.092784221,0.091834573,-0.316277673,-0.875200002,-0.874250354,730.8306747,-240.6590802,459.4760151,320723.3476,9.537679997,35.07037563,0.181586648,0.19671527,0.572550866,0.620252091,0.613903804,-2.114280705,-5.850613677,-5.844265389,#DIV/0!,17328.98044,2897.922187,1069.238977,364.0017314,311.3835523,54.36809457,12.53258089,-13.56178249,7.980396658,9.83192999,1.029931892,1.230792653,1.726861084,16.47572955,821.5754835,6.773341998,1.150586781,1051.806769,26712.80191,-0.879857854,-211.2535488,478.4566758,11.2604431,7.488196104,1.218891025,#DIV/0!,#DIV/0!,85.42188609,7.533161579,,,
MIR089,Poultry w/ Sawdust 500°C,ash,0.549,4.7,88,10.57,419,0.254,0.0141,18,0.5262,0.0416,0.4322,78,304,379,96,65,30555,204205,28109,10436,4537,13.6,500,0.667,0.01840436,#DIV/0!,0.08789457,0.47380152,0.91210543,0.167504906,0.110542827,0.004013749,0.005172784,0.179276332,0.177464341,-0.24119623,-0.264706967,-0.262894975,1173.154755,-235.2423791,874.0788538,244557.0226,14.8173168,28.68328585,0.22168207,0.483979119,0.367978457,0.803375256,0.795255339,-1.080851448,-1.186208046,-1.178088129,#DIV/0!,30555.12912,4593.018769,2034.054333,565.9496043,601.0356275,107.9640797,8.662257044,-8.271151725,17.31816905,19.17905521,2.147854928,6.653800069,2.603398614,2.055367727,1318.82147,18.02019106,2.190418185,2045.247822,54851.75361,-9.067153173,-206.4987009,343.4797836,13.70307044,13.55205018,1.708578868,0.03,0.02,78.5537142,7.218840895,,,
MIR006,Poultry w/ Sawdust 550°C,ash,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.281447323,0.010944489,25.71589444,0.548528148,0.005861704,0.445610148,88.75,357.892823,410.9146962,105.1040755,68.77324484,,252608.0704,32126.11984,7276.856965,4048.15658,,550,0.64,0.013974405,0.03385152,0.012983542,0.451471852,0.987016458,0.141034869,0.140412455,0.005035086,0.003150966,0.155929074,0.154452983,-0.30084976,-0.407196836,-0.405720745,870.8046635,-45.07351739,650.359525,302524.6353,12.88638226,29.98949426,0.133405001,0.415865603,0.266221261,0.829895912,0.822039766,-1.601202267,-2.167209626,-2.15935348,#DIV/0!,20147.43314,3231.173414,1513.440811,431.3935812,450.5409166,63.59875659,6.412674553,22.50190518,11.78648219,11.52061283,-0.679742772,3.859485575,2.021853935,74.18071975,978.9295758,32.25055217,0.161313892,1484.304642,32296.71557,0.422997465,-39.56609699,455.8273908,18.22999699,9.243566567,1.072617406,#DIV/0!,#DIV/0!,83.75129361,13.77224139,,,
MIR090,Poultry w/ Sawdust 600°C,ash,0.646,6.7,93,10.65,377,0.236,0.0094,28,0.558,0,0.442,59,329,316,100,58,23596,242788,27400,8769,3457,13.32,600,0.65,0.014560954,#DIV/0!,-0.003413756,0.442015454,1.003413756,0.164375747,0.122324811,0.004907636,0.003506226,0.142887567,0.141637252,-0.288508322,-0.347661993,-0.346411678,974.2968648,-377.935095,653.9532868,290764.2324,18.4254966,37.47809501,0.145725951,0.37410105,0.254171995,0.652498813,0.646789225,-1.31747878,-1.587605153,-1.581895565,#DIV/0!,23595.62413,3429.309892,1521.803795,465.9812109,594.5041287,85.92778666,2.927443706,-16.28835727,8.309069114,14.75434108,0.671163379,-5.016764455,2.760432553,-29.1333822,1095.272059,10.22560259,2.350853994,1512.08669,44890.19195,-12.85235064,-331.7561506,436.0769223,7.497783197,9.608160694,1.295133838,0.003,0.02,77.48771786,3.614736298,,,
MIR091,Raw Dairy Manure 500°C,cow,,#DIV/0!,#DIV/0!,10.86,6020,0.512229042,0.021012558,24.37728141,0.319905942,0.350200986,0.329893072,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,500,0.312958435,0.05898665,#DIV/0!,0.514930224,0.680094058,0.710385429,#DIV/0!,#DIV/0!,0.000440867,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,28.42842362,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,10.52,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
MIR092,STPN3 220°C,ash,,#DIV/0!,#DIV/0!,#DIV/0!,977,0.229061969,0.021413145,10.69725944,0.535613966,0.087768411,0.376617623,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,44210.86863,7801.298903,3464.594334,4679.808044,,220,,0.033202096,0.043087098,0.188998816,0.464386034,0.811001184,#DIV/0!,#DIV/0!,0.000452695,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-3369.766218,315.8454438,4724.050746,52947.14806,#DIV/0!,12.47498513,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,13526.95222,1859.143796,10993.25976,236.0747424,124.0981728,55.20523603,0.598424349,11.23430066,13.46855565,48.14966616,2.790041238,23.06451401,5.751460496,17.66562647,-3788.178857,137.4021117,5.257897511,9236.33364,8415.08866,1.045073268,277.2530786,116.2460162,119.3517863,12.7107421,8.824113374,#DIV/0!,#DIV/0!,,,,,
MIR093,STPN3 240°C,ash,,#DIV/0!,#DIV/0!,#DIV/0!,835,0.177392707,0.019868959,8.928133036,0.700956065,0.030846467,0.268197468,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,46553.85796,8036.744561,3580.534428,4787.391777,,240,,0.020062879,0.019460353,0.103150283,0.299043935,0.896849717,#DIV/0!,#DIV/0!,7.26649E-05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-7086.915121,309.4602752,5012.419103,55753.1233,#DIV/0!,10.41185618,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,14397.17774,2030.064605,11664.31695,251.1113143,123.5725661,48.61282013,0.584606302,11.1831866,11.49535895,41.45555864,2.863725014,19.79000156,2.313155388,21.00675074,-7966.873748,121.8048077,2.141857513,9653.012837,8956.023185,0.837056033,271.6480978,121.3407544,112.1305297,12.9245633,9.068524772,#DIV/0!,#DIV/0!,,,,,
MIR094,Texas A&M Switchgrass,annual,,#DIV/0!,#DIV/0!,#DIV/0!,497,#DIV/0!,#DIV/0!,#DIV/0!,0.164533073,0.558091937,0.27737499,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,9599.638068,10800.91002,3029.998201,395.1257903,,,,0.029991435,0.030457497,0.668000035,0.835466927,0.331999965,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,512.582483,138.5221752,4511.303082,11496.57254,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1255.087929,664.690224,10498.17821,100.1582998,155.5248288,17.01919474,3.874669233,6.390746763,22.09514439,26.71363589,1.124813527,-0.268064781,4.619172661,4.053076413,576.2281413,78.45847554,4.283981576,8874.672732,10644.81178,0.095637155,121.5964969,25.2627725,10.33508483,1.385452485,0.283100648,#DIV/0!,#DIV/0!,,,,,
MIR095,Texas A&M Chips,woody,,#DIV/0!,#DIV/0!,#DIV/0!,158.2,#DIV/0!,#DIV/0!,#DIV/0!,0.081521302,0.630408909,0.288069789,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,15430.90062,4772.010585,1991.263062,485.7900562,,,,0.027545355,0.008154956,0.686362036,0.918478698,0.313637964,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,438.1033622,93.26418438,12261.61461,18480.1205,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,607.4375291,494.3025496,28533.799,477.9584214,150.3564304,24.14165946,0.861121614,6.037033178,23.65228764,13.41578969,1.268177428,2.517188168,0.26106517,7.876443546,492.5011964,175.5636542,0.073989604,20194.77565,5496.264063,-2.451601372,81.86846685,100.8108904,7.674461395,1.511039181,0.984289656,#DIV/0!,#DIV/0!,,,,,
MIR007,West Lorne Bio Oil,,,#DIV/0!,#DIV/0!,#DIV/0!,212,#DIV/0!,#DIV/0!,#DIV/0!,0.043142215,0.388707014,0.568150772,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,4728.813249,3671.09118,545.3530629,481.0914171,,,,0.046258878,0.006818437,0.406232796,0.956857785,0.593767204,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,102.4460199,97.32312829,490.5107695,5663.2494,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,120.8609,123.3411514,1141.459437,202.6032669,30.21391285,9.55004998,2.05297107,9.44348936,7.562257268,165.1526678,0.577527861,-0.979566419,0.35280489,5.352068993,115.1664007,61.07955762,0.214757877,1129.691317,3368.453991,-1.14679276,85.43145855,25.67167278,13.65275683,0.134583115,0.130824245,#DIV/0!,#DIV/0!,,,,,
MIR096,Wood Chips,woody,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
MIR097,Wood Chips & Sawdust,woody,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#NAME?,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#NAME?,#NAME?,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
MIR098,Wood Waste 500°C,woody,,#DIV/0!,#DIV/0!,7.945,881,0.858626751,0.003715978,231.0634343,0.109383332,0.621479555,0.269137113,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,5426.633513,1573.125228,1267.150023,310.6168891,,500,,0.034912816,-0.00984,0.697808133,0.890616668,0.302191867,#DIV/0!,#DIV/0!,0.00012262,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2660.487702,186.1959676,1808.481971,6498.962291,#DIV/0!,269.4627461,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,8.175,269.6988165,192.7160998,4208.488253,270.1947873,93.00262546,65.32729202,0.889143608,8.206901017,6.138970836,71.41094627,1.598748233,50.78788227,0.044740597,13.40085581,2990.831591,78.97802987,-0.080939361,3888.967989,1686.321333,-0.075644399,163.4451478,26.0499519,18.00864414,5.494466772,1.133665941,#DIV/0!,#DIV/0!,,,,,
MIR099,Yard Waste Fall / Leaves 500°C,woody,,#DIV/0!,#DIV/0!,9.325,580,0.606887477,0.011335666,53.53787661,0.144875164,0.45194236,0.403182476,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,54549.58259,10839.87353,3615.886618,1682.126935,,500,0.349194161,0.036775078,0.00768,0.52851039,0.855124836,0.47148961,#DIV/0!,#DIV/0!,6.31929E-05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1467.64012,388.9021962,646.3525655,65328.84142,#DIV/0!,62.43507675,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,8.94,2071.809369,1033.515368,1504.116283,554.8436025,69.91497,41.5561251,4.609461665,22.57159181,4.059535258,5.363126015,0.817975199,-0.400782629,0.06666179,9.615688321,1649.872102,192.1686983,0.092326062,1466.541642,11471.47299,-0.334675898,341.3832091,109.1997853,8.528737119,2.357733821,2.181057522,#DIV/0!,#DIV/0!,,,,,
